job_title,company_name,experience,salary,location,job_description,skills,url
Software Engineer,Envoy Global,2 - 5 years,Not Disclosed,Hyderabad,"We are looking for a passionate Software Engineer to join our dynamic feature team in Hyderabad, India. This team works on complex technical challenges, employs creativity and constantly learns a variety of frameworks, tools and technologies. As our Software Engineer, you will be required to: Contribute to tech grooming backlog items providing design, architecture, and implementation details Quality is the key driver to successful delivery, ensure highly testable and quality deliverables Leverage troubleshooting and analytical skills to analyze issues Experience with debugging, performance profiling and optimization Develop code within C#, ASP. NET,.Net Core, Entity Framework, Web API, Typescript/ Angular To apply for this role, you should possess the following skills, experience and qualifications: Expertise in C#, Angular, ASP.NET Web API, .Net Core, Entity Framework Hands on experience with SQL Azure experience is a plus but not a deal breaker Knowledge and experience with Html, CSS, JavaScript 2 years to 4 years of strong programming experience with C# and ASP.NET Bachelors Degree or above Ready to code, collaborate, and create impact? Submit your updated resume and lets start your journey with Envoy Global.!!","c, entity framework, aspnet, webapi, sql, angular, ",https://www.naukri.com/job-listings-software-engineer-envoy-global-hyderabad-2-to-5-years-120925016283
Software Engineer,Ecolab Global Services,1 - 4 years,Not Disclosed,Bengaluru,"Develop and maintain cross-platform mobile applications using .NET MAUI. Implement offline data synchronization. Design and optimize data-heavy mobile applications for performance and scalability. Collaborate with UI/UX designers tocreate intuitive and user-friendly interfaces. Write clean, maintainable, and efficient code following best practices. Conduct thorough testingand debugging to ensure high-quality application performance. Participate in code reviews, ensuring code quality and adherence to coding standards. Implement integration tests toensure software robustness, reliability, and scalability. Stay updated with the latest industry trends and technologies to continuously improve development processes. Build and maintain secure, scalable RESTful APIs using .NET Core / ASP.NET Core. Work with Azure services for deployment, monitoring, and backend integration. Use Azure DevOps for version control, CI/CD pipelines, and work item tracking. Collaborate with product managers, QA engineers, and backend architects Design, develop, and maintain robust backend systems using C# and .NET (Core or Framework). Develop and expose RESTful APIs and integrate with frontend and third-party systems. Write scalable, clean, and maintainable code following best practices. Optimize application performance and troubleshoot production issues. Implement security and data protection measures. Collaborate with frontend developers, QA, and DevOps for seamless integration. Participate in code reviews and contribute to continuous improvement processes. Work with SQL Server and other databases for data modeling and querying.","c, rest, sql server, azure devops, net, aspnet core, continuous integration, css, version control, bootstrap, quality assurance engineering, javascript, sql, java, net core, devops, aspnet, mobile applications, debugging, software engineering, code review, html, ",https://www.naukri.com/job-listings-software-engineer-ecolab-global-services-private-limited-bengaluru-1-to-4-years-110925935760
Software Engineer Reactjs,Informatics Publishing Limited,4 - 5 years,Not Disclosed,Bengaluru,"Software Engineer (ReactJS) Software Engineer (ReactJS) Informatics Publishing Limited Apply Now Salary Range INR / LPA 6 - INR / LPA 8 / month Applications Received 4 Location : Bangalore Number of Positions : 2 No. of desired Yrs of exp. :4-5 Years Academic Qualification Desire d : Degree in Engineering or MCA preferred. Required Job Skills (Technical) Strong experience in ReactJs Development Expertise of UI framework React/Redux, RXJS Good working experience in building responsive React JS screens, API calls and data parsing Experience with React Native is preferred Expertise with data visualization flow development along with usage of modern charting and graphical java script library Preferred experience with Docker based development/deployment platform Preferred experience with Azure/AWS Cloud Preferred experience with Python(Django) and PostgreSQL. Knowledge of modern authorization mechanisms, such as JSON Web Token Familiarity with code versioning tools such as Git, SVN Description of the roles & responsibility You will be involved in developing, testing and maintaining software Products on a release by release basis. Design and develop and deploy scalable and high quality applications/Products using React JS, among other technologies Create technical documentation and unit testing for software you develop. Work with teams across multiple geographies. Troubleshoot and fix issues reported by QA and Customers and help product support Work in Agile Teams using Agile Software Development Methodology Team Management Skills & Gathering Client Requirements","team management, publishing, postgresql, django, agile, json, unit testing, product support, python, technical documentation, ",https://www.naukri.com/job-listings-software-engineer-reactjs-informatics-publishing-limited-bengaluru-4-to-5-years-110925500664
Software Engineer,Principal Global Services,1 - 5 years,Not Disclosed,Pune,"Responsibilities Strong analytical and reasoning skills Good Communication skills (verbal and written) Carry out the impact analysis as per design Development / modification of code as per designs Unit / integration level testing and documentation of results Peer to peer review of the work product developed by other developers in team Reporting progress of work as per project / task requirements Escalation of risks and issues whenever required Qualifications Any bactherlor degreee, prefarbly in computer science.","computer science, analytical, design development, testing, ",https://www.naukri.com/job-listings-software-engineer-principal-global-services-pvt-ltd-pune-1-to-5-years-120925504409
Software Engineer,Shobiz Experiential Communications,4 - 7 years,Not Disclosed,Chennai,"This role can be front-end, back-end or a fullstack developer. The developer builds and implements functional programs. The developer with work with other developers and product managers throughout the software development life cycle. The developer should have experience in Agile framework and popular coding language. The Developer (front, back-end or fullstack) has the ability to build programs or rich and responsive web pages with an eye for detial and desire to create polished UI. - Works with developers to design algorithms and flowcharts. - Produces clean, efficient code based on specifications. - Integrates software components and third-party programs. - Verifies and deploys programs and systems. - Troubleshoots, debugs and upgrades existing software. - Gathers and evaluates user feedback. - Recommends and executes improvements. - Creates technical documentation for reference and reporting.","backend, front end, web technologies, coding, agile, software development life cycle, technical documentation, ",https://www.naukri.com/job-listings-software-engineer-shobiz-experiential-chennai-4-to-7-years-120925504745
Software Engineer,Arctera,3 - 8 years,Not Disclosed,Pune,"About Arctera Arctera keeps the world s IT systems working. We can trust that our credit cards will work at the store, that power will be routed to our homes and that factories will produce our medications because those companies themselves trust Arctera. Arctera is behind the scenes making sure that many of the biggest organizations in the world and many of the smallest too can face down ransomware attacks, natural disasters, and compliance challenges without missing a beat. We do this through the power of data and our flagship products, Insight, InfoScale and Backup Exec. Illuminating data also helps our customers maintain personal privacy, reduce the environmental impact of data storage, and defend against illegal or immoral use of information. It s a task that continues to get more complex as data volumes surge. Every day, the world produces more data than it ever has before. And global digital transformation and the arrival of the age of AI has set the course for a new explosion in data creation. Joining the Arctera team, you ll be part of a group innovating to harness the opportunity of the latest technologies to protect the world s critical infrastructure and to keep all our data safe. Responsibilities: We are looking for candidates who have experience with file systems, storage and cloud technology for data protection solution. You should also have an eye for great design and a knack for pushing projects from conception all the way to customers. In this role, you will design and develop data protection solutions using the latest technologies. You will own product quality and overall customer experience. You will productively work in a highly collaborative agile team, actively participate in knowledge sharing all while communicating across teams in a multinational environment. Minimum Required Skills include: MS/BS in Computer Science/Computer Engineering or related field of study with 3+ years of relevant experience Knowledge of file systems, storage and cloud technologies, emerging standards and engineering best practices Strong communication skills, both oral and written Designs, develops and maintains high quality code for product components, focusing on implementation. Solid knowledge of algorithms and design patterns Mastered the fundamentals of programming and debugging skills in Go, C, Python. Skills in scripting languages. Working knowledge of API fundamentals and best practices Skills with Office Application Suite Microsoft Access, Excel, Word, PowerPoint and Visio, both in use and automation Knowledge of databases and SQL Knowledge of operating Systems:Windows / LINUX / UNIX Object Oriented Language Agile Process Strong problem solving and organizational skills Desired skills include: Experience in Agile development methodologies including unit testing and TDD (test-driven development) Working knowledge of delivering into cloud based environments using standard CI/CD tools (Jenkins, Artifactory, Spinnaker, SonarQube) and best practices Knowledge of cloud IaaS/PaaS, Microservices design a plus.","unix, computer science, automation, linux, debugging, windows, unit testing, visio, sql, python, ",https://www.naukri.com/job-listings-software-engineer-arctera-io-pune-3-to-8-years-120925504036
Software Engineer,Ford India,6 - 11 years,13-23 Lacs P.A.,Chennai,"Position Description: We are seeking a highly skilled and proactive Java Developer to play a dual role in our team, providing critical support for our existing SAP Java applications and leading our strategic migration initiatives. This position will be central to maintaining and enhancing our foundational SAP Java landscape, including the SAP Enterprise Portal and its custom components (Single Sign-On (SSO) login modules, Audit logging, and Framework Pages), as well as supporting SAP CRM Web Channel Management and SAP PI Java systems. Knowledge in SAP NetWeaver Development Infrastructure (NWDI) for development, version control, and deployment practices is essential. As SAP Enterprise Portal approaches its end-of-life, a significant part of this role will involve leading the migration efforts to modern SAP solutions. You will be instrumental in leveraging SAP Business Technology Platform (BTP) and implementing SAP Build Work zone, standard edition, as the strategic replacement for our legacy portal. This position requires a strong foundation in Java, SAP Java environments, web technologies, and a proactive approach to learning and adapting to new SAP cloud technologies. Skills Required: SAP NetWeaver, JavaScript, Java Experience Required: 5+ years SAP NW EP Java Developer Experience Preferred: JavaScript , SAP UI5 Education Required: Bachelor's Degree Additional Information : Provide expert maintenance and support for existing SAP Java applications, with a primary focus on SAP Enterprise Portals. Support and enhance custom code within SAP Enterprise Portals, including the development and maintenance of SSO login modules, Audit logging functionalities, and SAP Portal Framework Pages. Offer support for SAP CRM Web Channel Management and SAP PI Java systems. Utilize SAP NetWeaver Development Infrastructure (NWDI) for efficient development, version control, and deployment across SAP Java landscapes. Lead and execute the migration of functionalities from legacy SAP Enterprise Portal solutions to SAP Business Technology Platform (BTP). Implement, configure, and lead the transition to SAP Build Workzone, standard edition, as the strategic replacement for our SAP Enterprise Portal. Apply in-depth knowledge of web technologies (e.g., HTML5, CSS3, JavaScript) and SAP UI5 to ensure robust and user-friendly application interfaces. Collaborate closely with business stakeholders and technical teams to gather requirements, design solutions, and ensure successful project delivery. Diagnose and resolve complex technical issues, ensuring high availability and performance of critical business applications.","sap netweaver, java, sap, javascript, css, html, sap u, sap pi, ",https://www.naukri.com/job-listings-software-engineer-megan-soft-chennai-6-to-11-years-120925008422
Software Engineer  C Vc,Indian Mncs,6 - 10 years,10-20 Lacs P.A.,Chennai,"Role & responsibilities Max experience- 5+ yrs Work Location- Chennai Note: No keep on switching, strong experience in VC++,C++ is mandatory Strong in C++/VC++ Experience in working on desktop based applications and good debugging skill Good design skill Good communication skill Experience in working with customer directly Good experience in SDLC from requirement collection to final delivery Exposure to ATL/COM is good","c, vc, c, mfc, ",https://www.naukri.com/job-listings-software-engineer-c-vc-logic-planet-chennai-6-to-10-years-120925003990
Software Engineer,SP Global Market Intelligence,6 - 8 years,Not Disclosed,Gurugram,"The Team: The OSTTRA Technology teamis composed of Capital Markets Technology professionals, who build,supportand protect the applications that operate our network. The technology landscapeincludeshigh-performance, high-volume applications as well as compute intensive applications,leveragingcontemporary microservices, cloud-based architectures. The Impact: Together , we build, support, protect and manage high-performance, resilient platforms that process more than 100 million messages a day. Our services are vital to automated trade processing around the globe, managing peak volumes and working with our customers and regulators to ensure the efficient settlement of trades and effective operation of global capital markets. Whats in it for you: We are looking for highly motivated technology professionals who will strengthen our specialisms, and championour uniqueness to create a company that is collaborative, respectful, and inclusive to all. You will have 6-8 years experience of Java development to meet the needs of our expanding portfolio of Financial Services clients. This is an excellent opportunity to be part of a team based out of Gurgaon and to work with colleagues across multiple regions globally. Responsibilities: The candidate will be expected to take ownership of development tasks assigned to them and will produce high quality software to deliver on these tasks. The candidate is expected to be well versed in principles of and best practices in software development and should be able to apply them within the boundaries and constraints of the project they work in. With a strong focus on software quality, productivity and delivery, the candidate will seek value in and exercise all aspects of DevOps. The candidate should be able to design or assist in designing components and subsystems based on the requirements and specifications provided by the Business Analysts. They should be able to decompose their own and others development tasks based on agreed designs and provide development estimates. They will be expected to communicate and collaborate with all stakeholders, Business Analysts and Quality testers to clarify requirements and design. Their collaboration with Quality Assurance will ensure bugs being resolved effectively and efficiently. What Were Looking For: Java 11 Solid software design skills Ability to work independently and proactively learn about the system (quick learner) Takes pride in their work, committed to meeting deadlines and producing high-quality code that results in minimal rework Understanding of multi-threading Understand and write performant, testable and maintainable code Experience of Test-Driven Development Spring Knowledge of relational databases particularly Postgres Git Microservices Camel RESTful Server development JMS (ActiveMQ) Docker Kubernetes PL/SQL CI/CD PAAS","software development, continuous integration, kubernetes, activemq, software design, cicd, java development, software quality, microservices, sql, docker, plsql, spring, apache camel, jms, java, git, postgresql, multithreading, ",https://www.naukri.com/job-listings-software-engineer-sp-capital-iq-india-pvt-ltd-gurugram-6-to-8-years-080925916526
Software Engineer  L4,Wipro,5 - 8 years,Not Disclosed,Bengaluru,"Role Purpose The purpose of this role is to design, develop and troubleshoot solutions/ designs/ models/ simulations on various softwares as per clients/ project requirements Do 1. Design and Develop solutions as per clients specifications Work on different softwares like CAD, CAE to develop appropriate models as per the project plan/ customer requirements Test the protype and designs produced on the softwares and check all the boundary conditions (impact analysis, stress analysis etc) Produce specifications and determine operational feasibility by integrating software components into a fully functional software system Create a prototype as per the engineering drawings & outline CAD model is prepared Perform failure effect mode analysis (FMEA) for any new requirements received from the client Provide optimized solutions to the client by running simulations in virtual environment Ensure software is updated with latest features to make it cost effective for the client Enhance applications/ solutions by identifying opportunities for improvement, making recommendations and designing and implementing systems Follow industry standard operating procedures for various processes and systems as per the client requirement while modeling a solution on the software 2. Provide customer support and problem solving from time to time Perform defect fixing raised by the client or software integration team while solving the tickets raised Develop software verification plans and quality assurance procedures for the customer Troubleshoot, debug and upgrade existing systems on time & with minimum latency and maximum efficiency Deploy programs and evaluate user feedback for adequate resolution with customer satisfaction Comply with project plans and industry standards 3. Ensure reporting & documentation for the client Ensure weekly, monthly status reports for the clients as per requirements Maintain documents and create a repository of all design changes, recommendations etc Maintain time-sheets for the clients Providing written knowledge transfer/ history of the project Mandatory Skills: Technical Support . Experience: 5-8 Years .","cae, cad, impact analysis, technical support, mis, css, fea, simulation, mql, ansys, matrix, prototype, autocad, javascript, catia, java, enovia, solid works, quality assurance, debugging, software engineering, html, digital transformation, stress analysis, ",https://www.naukri.com/job-listings-software-engineer-l4-wipro-limited-bengaluru-5-to-8-years-030925926996
Software Engineer  Openshift,Red Hat,2 - 7 years,Not Disclosed,Bengaluru,"About the Job: The Red Hat OpenShift Engineering team is looking for a Software Engineer to join us in Bangalore, India. In this role, you will work in an agile team and contribute to the engineering of Red Hat OpenShift Container Platform and its supporting components in the core of Kubernetes. As a Software Engineer, you will be a key contributor in implementing customer requirements and ensuring the evolving needs of Red Hat OpenShifts rapidly growing customer base are met. Youll need to work with various engineering teams as well as product management and other key stakeholders across the product to identify and prioritize features to existing and upcoming releases. You will work proactively with the open source Kubernetes community and lead the implementation of important improvements from the project in our software product. What will you do? Develop features and bug fixes in Kubernetes(upstream) and OpenShift (downstream) within an agile team and as part of a global development organization. Become responsible for our product quality, participate in peer code reviews, continuous integration and delivery, respond to security threats Work with Engineering, Product Management, and Support stakeholders to prioritize customer facing features during the planning, development, and delivery. Act as a point of escalation for implementation of critical customer driven features and bug resolution. Follow the Kubernetes community and proactively lead the implementation of important improvements from the project in our product What will you bring? An engineering degree or higher, or equivalent in computer science or a related field 2+ years of experience writing code in Go Lang. Fair knowledge of Containers and Kubernetes Problem-solving and troubleshooting skills with Root Cause Analysis experience Hands-on learning and experience demonstrating implementation of features individually or as a collaboration with others. Bachelor's degree in computer science or equivalent Excellent written and verbal communication skills The following are considered as a plus: Familiarity with Red Hat OpenShift, CoreOS, Red Hat Enterprise Linux (RHEL) or Fedora Understanding of open source development models Prior participation in open source community software development or leadership Familiarity with enterprise platform application development Familiar with test-based development and agile or scrum methodologies is a big plus Familiar with various observability tools: monitoring, logging, profiling, etc.","golang, redhat linux, writing content, linux, agile, kubernetes, continuous integration, redhat openshift, software development, software testing, openshift, rhel, root cause analysis, open source, fedora, scrum, troubleshooting, software engineering, code review, ",https://www.naukri.com/job-listings-software-engineer-openshift-red-hat-india-pvt-ltd-bengaluru-2-to-7-years-030925922919
Software Engineer  Golang Openshift Virtualization,Ibm,5 - 10 years,Not Disclosed,Bengaluru,"Key Responsibilities: Contribute to the design and development of scalable, multi-tenant microservices that power the platform. Implement platform solutions with a focus on performance, security, and maintainability. Collaborate with SRE and infrastructure teams to ensure the platform is highly available and optimized for cost and resource usage. Work directly with internal users (developers, technical owners, and security specialists) to understand their needs and deliver tailored solutions. Assist in defining and maintaining platform standards, including code quality, testing, and security. Develop and maintain features in the developer portal to enhance the overall developer experience. Troubleshoot and resolve technical issues related to platform performance, security, and scalability. Participate in on-call rotations to provide support for production issues when needed. Stay informed about industry trends and best practices to contribute to platform evolution. Mentor and guide other engineers, fostering a collaborative environment and promoting best practices. Required education Bachelor's Degree Preferred education Master's Degree Required technical and professional expertise 5+ years of experience in software development, with exposure to platform engineering and microservice architectures. Proficiency in Golang with at least 3 years of hands-on experience. Hands-on experience with Kubernetes, OpenShift, or other container orchestration platforms. Understanding of virtualization technologies like KVM, VMware, or KubeVirt. Familiarity with building Kubernetes/OpenShift Operators (e.g., kube-builder, operator-sdk) and container orchestration lifecycle concepts such as reconciliation loops and API extensions. Knowledge of multi-tenant system design and architecture. Experience with cloud-native development, CI/CD pipelines, and automation. Deep knowledge of Linux systems administration and networking. Hands-on experience with CI/CD tools. Familiarity with Infrastructure as Code tools like Ansible and Terraform. Experience in designing and implementing APIs and microservices. Awareness of security best practices for platform development and management. Basic understanding of at least one public cloud provider (AWS, GCP, or Azure). Strong problem-solving skills and the ability to tackle technical challenges. Preferred technical and professional experience Experience working in an enterprise environment with multiple development teams. Exposure to IBM cloud infrastructure. Familiarity with monitoring, logging, and observability tools. Basic knowledge of service mesh technologies (e.g., Istio, Linkerd) and distributed tracing.","linux system administration, software development, golang, networking, aws, continuous integration, kubernetes, kvm, ibm cloud, openshift, vmware, cicd, microsoft azure, ansible, microservices, gcp, linux, cloud infrastructure, terraform, api, ",https://www.naukri.com/job-listings-software-engineer-golang-openshift-virtualization-ibm-india-pvt-limited-bengaluru-5-to-10-years-030925919812
Distinguished Software Engineer,Walmart,15 - 20 years,Not Disclosed,Bengaluru,"Position Summary... Provides overall direction by analyzing business objectives and customer needs; developing, communicating, building support for, and implementing business strategies, plans, and practices; analyzing costs and forecasts and incorporating them into business plans; determining and supporting resource requirements; evaluating operational processes; measuring outcomes to ensure desired results; identifying and capitalizing on improvement opportunities; promoting a customer environment; and demonstrating adaptability and sponsoring continuous learning. Develops and implements strategies to attract and maintain a highly skilled and engaged workforce by diagnosing capability gaps; recruiting, selecting, and developing talent; supporting mentorship, workforce development, and succession planning; and leveraging the capabilities of new and existing talent. Cultivates an environment where associates respect and adhere to company standards of integrity and ethics by integrating these values into all programs and practices; developing consequences for violations or non-compliance; and supporting the Open Door Policy. Develops and leverages internal and external partnerships and networks to maximize the achievement of business goals by sponsoring and leading key community outreach and involvement initiatives; engaging key stakeholders in the development, execution, and evaluation of appropriate business plans and initiatives; and supporting associate efforts in these areas. What youll do... About the Team Advertisement Tech & Marketing Tech are core to Walmarts strategy of engaging customers across eCommerce as well as Brick and Mortar stores. The team owns the products which drives these capabilities across several International markets of Walmart with a net impact to the tune of 100s of Millions USD. Your Opportunity We are looking for a strong Distinguished Engineer who can drive design & architecture of next generation AdTech/MarTech products keeping scalability, robustness & security aspects in focus while catering to the various requirements for internal/external stakeholders. As a part of this team based in Bangalore team, your designs and solutions will have a significant impact on day-to-day running of these products. You will be challenged with unparalleled complex business problems that spans across multiple countries, large number of users and data. What youll do: Drive design, development, implementation and documentation Be the thought leader in the Gen AI journey for the team. Build, test and deploy cutting edge solutions at scale, impacting associates & customers of Walmart across multiple International markets. Interact with Walmart engineering teams across geographies & segments to leverage expertise and contribute to the tech community. Engage with Product Management and Business to drive the agenda, set your priorities and deliver awesome products - should be super comfortable with hard negotiations. Drive the success of the implementation by applying technical skills, to design and build enhanced processes and technical solutions in support of strategic initiatives. Work closely with other Architects and cross functional teams and follow established practices for the delivery of solutions meeting QCD (Quality, Cost & Delivery), Within the established architectural guidelines. Convert Operational Excellence & Engineering Excellence goals into tech milestones. Work with senior leadership to chart out the future roadmap of the products Participate in hiring and build teams enabling them to be high performing agile teams. Interact closely for requirements with Business owners and technical teams both within India and across the globe. You will use your engineering experience and technical skill to define design and overall architecture for highly scalable and robust solutions. You will work with engineering teams to create high level and low level designs, drive design discussion and technical decisions. You will come up with quality, best practices, other Non-functional standards and guide the teams to execute them along with helping them on overall technical and design aspects. You will help implement cutting edge models and algorithms that operate on massive amounts of data and Interact with Walmart cross functional engineering teams across geographies to leverage technical expertise and contribute to the engineering community. You will help and participate with the teams that leverage and contribute to opensource technologies to make impact on a global scale Represent the team in internal/external forums Drive Intellectual property generation initiatives in the org - experience with filing patents/publications will be important. What you will bring: B.Tech. / B.E. / M.Tech. / M.S. in Computer Science or relevant discipline 15+ years of experience in design and development of highly-scalable distributed applications and platforms - particularly on multi tenant, SaaS products built with a platform mindset. Demonstrated experience as an architect of large engineering teams with 50+ engineers. Deep understanding of Advertisement/Marketing Technology domain. Thought leader on GenAI - should be able to show clear examples where the candidate lead GenAI usage/PoCs. Experience building a Code, Deploy, Run pipeline using DevOps best practises by leveraging the best available CI/CD tools. Strong computer science fundamentals: data structures, algorithms, design patterns. Own Tech Debt/Tech Modernization - Ability to balance the long-term ""big picture"" and short-term implications of design decisions. Having proficiency in at least a couple of language like Java, Scala, Golang Hands on experience in Microservices, RESTful webservices development in Java/NodeJS(SpringBoot, Dropwizard or equivalent framework). Good knowledge in messaging systems: Kafka / RabbitMQ In depth knowledge of Cloud Native Architecture, Microservice Architecture and related stacks (Service Registry, ELK / Splunk, service registry, VMs, etc.) and container technologies (Docker, Kubernetes, etc.) Knowledge of at least one of Azure/Google Cloud Platforms with an ability to learn fast where required. Self Starter with the ability to multitask across several priority areas in the face of fuzzy situations. Demonstrated end-to-end ownership for development and design of multiple cloud-based projects with 4 9s reliability. Strong hands on development skills to prototype technical solutions. Strong desire to drive change, and ability to adapt to change quickly. Proficient in new and emerging technologies. Exceptional communication and interpersonal skills - including negotiation, facilitation, and consensus building skills; ability to influence and persuade, without direct control. Mentoring/coaching Principal Engineers - respected tech leader that rockstar engineers can look up to. Focus on reusability, frameworks, patterns and configurations tools for faster development. Contributing back to opensource. Practitioner of Agile (Scrum) methodology . . . . . . Minimum Qualifications... Minimum Qualifications:Option 1: Bachelors degree in computer science, computer engineering, computer information systems, software engineering, or related area and6 years experience in software engineering or related area. Option 2: 8 years experience in software engineering or related area. Preferred Qualifications... Master s degree in computer science, computer engineering, computer information systems, software engineering, or related area and 4 years experience in software engineering or related area Primary Location... BLOCK- 1, PRESTIGE TECH PACIFIC PARK, SY NO. 38/1, OUTER RING ROAD KADUBEESANAHALLI, , India","computer science, web services, prototype, agile scrum, architecture, networking, cloud, data structures, catering, advertising, ",https://www.naukri.com/job-listings-distinguished-software-engineer-walmart-labs-bengaluru-15-to-20-years-020925500859
Software Engineer,Wells Fargo,2 - 7 years,Not Disclosed,Bengaluru,"About this role: Wells Fargo is seeking a Senior Infrastructure Engineer TheSoftware Engineerwill design, develop, and implement near real-time data streams, ingesting and enriching business and operational data from various sources across the organization as part of a new enterprise observabilityplatform. In this role, you will: Participate in low to moderately complex initiatives and projects associated with the technology domain, including installation, upgrades, and deployment efforts Identify opportunities for service quality and availability improvements within the technology domain environment Design, code, test, debug, and document for low to moderately complex projects and programs associated with technology domain, including upgrades and deployments Review and analyze technical assignments or challenges that are related to low to medium risk deliverables and that require research, evaluation, and selection of alternative technology domains Present recommendations for resolving issues or may escalate issues as needed to meet established service level agreements Exercise some independent judgment while also developing understanding of given technology domain in reference to security and compliance requirements Provide information to technology colleagues, internal partners, and stakeholders Required Qualifications: 2+ years of software engineering experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education Required Qualifications for Europe, Middle East & Africa only: Experience in software engineering, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education Desired Qualifications: Should have experience with the below skill sets Java, Spring Boot, Kafka PostgreSQL/Mongo DB Python Programming languages DevSecOps Experience Cloud experience on Kubernetes, OCP, TAS Job Expectations: This engineer will perform the development activities on a day to day activities and develop microservices application Able to Develop and deploy using the DevOps Toolchain and deploy the applications in SpringBoot Able to implement the NFRs using the best practices and ensure no leakages","software engineering, java, devsecops, postgresql, kafka, spring boot, mongo db, python programming, kubernetes, ",https://www.naukri.com/job-listings-software-engineer-wells-fargo-international-solutions-private-ltd-bengaluru-2-to-7-years-220825924724
Software Engineer,Kla,1 - 6 years,Not Disclosed,Chennai,"In this role, you will be a part of the system software engineering group and will be responsible for software development and maintenance of on-tool, back-end software module. You will work with a cross-functional team to develop software for our industry leading Laser Scanning Wafer inspection products. Essential Skills: Hands on academic/industrial experience with programing in Java or C++ Good understanding of Object Oriented Design, Data Structures and Algorithms Good problem solving and communication skills Ability and interest in learning new skills on the job Scripting languages like Python Domain knowledge in one of the following areas; electronic design automation (EDA), Image Processing, Image Computing, Machine Control.","c, automation, web development, javascript, data structures, html, application development, http, automotive, python, ",https://www.naukri.com/job-listings-software-engineer-kla-tencor-software-india-pvt-ltd-chennai-1-to-6-years-080925502158
Software Engineer,Yash Technologies,4 - 6 years,Not Disclosed,Pune,"We are looking forward to hire SnowFlake Professionals in the following areas : Experience 4-6 Years Job Title: Data Engineer (Snowflake and MS SQL Server) Job Summary: We are seeking an experienced Data Engineer with 4 6 years of expertise in SQL Server, Snowflake, and data engineering practices. The ideal candidate will be responsible for building scalable data solutions, analyzing existing ETL processes, and ensuring seamless data integration across platforms. This role requires strong analytical skills, hands-on development experience, and the ability to collaborate with cross-functional teams to support data-driven decision-making. Must-Have Skills & Experience: 4 6 years of professional experience in data engineering. Strong proficiency in Microsoft SQL Server (T-SQL, stored procedures, indexing, performance optimization). Proven hands-on experience with Snowflake (database creation, query optimization, data sharing, and schema management). Solid understanding of ETL/ELT concepts and data warehousing principles. Experience reviewing, analyzing, and troubleshooting SSIS packages (no development required). Strong knowledge of data modeling, query performance tuning, and optimization techniques. Excellent problem-solving skills and ability to work both independently and in a team environment. Strong communication skills for collaborating with business and technical stakeholders. Key Responsibilities: Design, build, and optimize data pipelines and integration flows between SQL Server and Snowflake. Review and analyze existing SSIS packages to identify improvements, troubleshoot issues, and recommend optimizations. Develop, maintain, and tune complex SQL queries, stored procedures, and triggers. Implement and manage data warehousing solutions in Snowflake to support reporting and analytics. Collaborate with business analysts, data scientists, and application teams to gather requirements and deliver robust data solutions. Conduct data validation, quality checks, and error handling to ensure accuracy and reliability of business reporting. Ensure adherence to data governance, best practices, and documentation standards. Participate in troubleshooting, root cause analysis, and performance enhancement activities. Required Technical/ Functional Competencies Domain/ Industry Knowledge: Basic knowledge of customers business processes and relevant technology platform or product Able to prepare process maps, workflows, business cases and simple business models in line with customer requirements with assistance from SME and apply industry standards/ practices in implementation with guidance from experienced team members. Requirement Gathering and Analysis: Basic knowledge of requirement management processes and requirement analysis process, tools and methodologies. Able to prototype/ design a prototype of an example system to be demonstrated to stakeholders and extract functional/ non-functional requirements from business requirements and document a system/ software requirements specification for low to medium complexity scenarios. Product/ Technology Knowledge: Working knowledge of technology product/platform standards and specifications. Able to implement code or configure/customize products and provide inputs in design and architecture adhering to industry standards/ practices in implementation. Analyze various frameworks/tools, review the code and provide feedback on improvement opportunities. Architecture tools and frameworks: Basic knowledge of architecture Industry tools & frameworks Able to analyse available tools and frameworks for review by the SME and plan (under guidance) for tool configurations and development. Architecture concepts and principles: Basic knowledge of architectural elements, SDLC, methodologies. Able to apply various architectural constructs in the projects and identify various architectural patterns and implement. Analytics Solution Design: High-level awareness of wide range of core data science/analytics techniques, its advantages, disadvantages, and areas of application. Tools & Platform Knowledge: Familiar with wide range of mainstream commercial and open-source data science/analytics software tools, their constraints, advantages, disadvantages, and areas of application. Required Behavioral Competencies Accountability: Takes ownership for and ensures accuracy of own work, meets deadlines, and asks questions about possible gaps to ensure clarity of ownership. Agility: Demonstrates a willingness to accept and embrace differing ideas or perceptions which are beneficial to the organization. Collaboration: Participates in team activities and reaches out to others in team to achieve common goals. Customer Focus: Displays awareness of customers stated needs and gives priority to meeting and exceeding customer expectations at or above expected quality within stipulated time. Communication: Effectively communicates in written and oral form, well-organized thoughts to others. Speaks openly and honestly with all employees. Drives Results: Demonstrates a ""can do"" attitude and is willing to stretch self to achieve and exceed defined goals/targets. Certifications Good To Have Our Hyperlearning workplace is grounded upon four principles Flexible work arrangements, Free spirit, and emotional positivity Agile self-determination, trust, transparency, and open collaboration All Support needed for the realization of business goals, Stable employment with a great atmosphere and ethical corporate culture","performance tuning, ms sql, data modeling, focus, agile, stored procedures, ssis, open source, sdlc, analytics, ",https://www.naukri.com/job-listings-software-engineer-yash-technologies-pune-4-to-6-years-080925500744
